OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-WI,USGS Wisconsin Water Science Center,USGS-435343089040601,GL-17/12E/33-0105,Well,,04030201,,,,,43.89519444000000,-89.0684167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,762,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,047,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Confined single aquifer,20000905,140,ft,140,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-435354088460901,WI-17/14E/36-0332,Well,,04030201,,,,,43.89816667000000,-88.7718056000000,62500,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,895.00,feet,15,feet,Interpolated from topographic map.,NGVD29,US,55,139,Cambrian-Ordovician aquifer system,,Sandstone Aquifer,,,111,ft,111,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-435453089184701,MQ-17/10E/28-0121,Well,,04030201,,,,,43.91469444000000,-89.3130000000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,810,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,077,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Confined single aquifer,19970630,137,ft,137,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-435515088193101,FL-17/18E/27-0798,Well,,04030203,,,,,43.91847220000000,-88.3265278000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,756,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,039,Cambrian-Ordovician aquifer system,,Sandstone Aquifer,Confined single aquifer,1951,466,ft,466,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-435744089273001,MQ-17/09E/08-0139,Well,,04030201,,,,,43.96221944000000,-89.4582750000000,24000,.01,seconds,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAD83,903.8,feet,0.1,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,55,077,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,20100810,60.00,ft,60.00,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-435907088462502,WI-18/14E/36-0841,Well,,04030201,,,,,43.98497220000000,-88.7758056000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,831,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,139,Cambrian-Ordovician aquifer system,,Sandstone Aquifer,Unconfined single aquifer,20010813,102,ft,102,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-435946089323001,WS-18/08E/34-0997,Well,,04030201,,,,,43.99575830000000,-89.5422667000000,24000,.01,seconds,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAD83,999.8,feet,.1,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,55,137,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940721,39,ft,39,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-440149089102401,WS-18/11E/15-1000,Well,,04030201,,,,,44.03011110000000,-89.1734167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,851,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,137,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940826,41,ft,44,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-440157089180501,WS-18/10E/15-1055,Well,,04030201,,,,,44.03244444000000,-89.3014722000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,851,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,137,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19960403,67,ft,67,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-440203089311001,WS-18/08E/14-0011,Well,,04030201,,,,,44.03414056000000,-89.5190116000000,24000,1,seconds,Interpolated from MAP.,NAD83,1020.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,137,Cambrian-Ordovician aquifer system,,Elk Mound Group,,19390101,380,ft,390,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-440354088560701,WS-18/13E/03-2169,Well,,04030202,,,,,44.06513889000000,-88.9353611000000,24000,.5,seconds,Interpolated from MAP.,NAD83,755,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,137,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,20070808,147,ft,147,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-440643089214501,WS-19/10E/18-0999,Well,,04030201,,,,,44.11557220000000,-89.3639028000000,24000,.01,seconds,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAD83,1098.9,feet,0.1,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,55,137,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940831,128,ft,129,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-440827089255001,WS-19/09E/09-1001,Well,,07070003,,,,,44.14090556000000,-89.4304611000000,24000,.01,seconds,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAD83,1158.1,feet,0.1,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,55,137,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940825,94,ft,94,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-441250089140801,WS-20/11E/07-1074,Well,,04030202,,,,,44.21391944000000,-89.2356000000000,24000,.01,seconds,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAD83,1006.4,feet,0.1,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,55,137,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,20041021,81,ft,81,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-441500088074201,BN-21/19E/35-0300,Well,,04030204,,,,,44.25013889000000,-88.1707778000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,760.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,009,Cambrian-Ordovician aquifer system,,Sandstone Aquifer,Confined single aquifer,19800924,675,ft,675,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-441900089164501,PT-21/10E/03-1319,Well,,04030202,,,,,44.31638889000000,-89.2796389000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1080,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,097,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940824,62,ft,64,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-441948088094901,BN-22/19E/35-0126,Well,,04030204,,,,,44.33000000000000,-88.1636111000000,24000,1,seconds,Interpolated from MAP.,NAD83,650.00,feet,4,feet,Interpolated from Digital Elevation Model,NAVD88,US,55,009,Cambrian-Ordovician aquifer system,,Sandstone Aquifer,,19690725,595,ft,595,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-441948088223301,OU-21/15E/01-0629,Well,,04030202,,,,,44.33138889000000,-88.6253888900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,790,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,087,Cambrian-Ordovician aquifer system,,Sandstone Aquifer,Unconfined single aquifer,19871009,140,ft,140,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-441958089183601,PT-22/10E/32-1320,Well,,04030202,,,,,44.33284444000000,-89.3098472000000,24000,.01,seconds,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAD83,1124.5,feet,0.1,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,55,097,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940823,81,ft,89,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-442008089135201,PT-22/10E/36-1434,Well,,04030202,,,,,44.33555556000000,-89.2311389000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1032,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,097,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,20010910,118,ft,118,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-442100089030001,WP-21/12E/06-0716,Well,,04030202,,,,,44.32136110000000,-89.0829167000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,844.50,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,135,,,,,,84.0,ft,84.0,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-442151089091301,WP-22/11E/22-0791,Well,,04030202,,,,,44.36158330000000,-89.1535833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,931,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,135,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940822,43,ft,44,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-442154089005301,WP-22/12E/23-0790,Well,,04030202,,,,,44.36488889000000,-89.0159167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,848,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,135,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940819,39,ft,39,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-442333089055201,WP-22/12E/07-0792,Well,,04030202,,,,,44.39216667000000,-89.0978611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,915,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,135,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940822,29,ft,29,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-442556088443501,WP-23/14E/25-0831,Well,,04030202,,,,,44.43225000000000,-88.7429167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,787,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,135,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19980516,84,ft,84,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-442631089222901,PT-23/09E/26-1321,Well,,04030202,,,,,44.44166667000000,-89.3744444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1120,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,097,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940818,59,ft,59,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-442819089141301,PT-23/10E/13-1322,Well,,04030202,,,,,44.47152778000000,-89.2378611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1080,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,097,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940817,94,ft,94,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-443300087430002,"OUTFALL TO SCHOOL CR TRIB AT LUXEMBURG, WI",Facility: Outfall,,04030102,,,,,44.55000000000000,-87.7166667000000,24000,1,minutes,Interpolated from Digital MAP.,NAD83,788,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,061,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-443320089212303,PT-24/09E/13-1447,Well,,04030202,,,,,44.55567500000000,-89.3563306000000,24000,.01,seconds,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAD83,1135.70,feet,.1,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,55,097,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,20030812,83,ft,83,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-443320089212304,PT-24/09E/13-1573,Well,,04030202,,,,,44.55566667000000,-89.3563333000000,24000,.01,seconds,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAD83,1135.7,feet,.10,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,55,097,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,20140506,34.5,ft,34.5,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-443339089095001,WP-24/11E/16-0793,Well,,04030202,,,,,44.56116667000000,-89.1640556000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,978,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,135,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940817,19,ft,19,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-443342089171601,PT-24/10E/16-1324,Well,,04030202,,,,,44.56191667000000,-89.2875000000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1150.6,feet,.1,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,55,097,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940817,68,ft,68,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-443451091124401,TR-24/07W/10-0006,Well,,07040003,,,,,44.58079490000000,-91.2076570000000,62500,5,seconds,Interpolated from MAP.,NAD83,1025.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,121,Cambrian-Ordovician aquifer system,,Elk Mound Group,,19510101,170,ft,170,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-443610088582201,WP-25/13E/31-0794,Well,,04030202,,,,,44.60113889000000,-88.9753333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,870,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,135,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940816,29.5,ft,29.5,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-443810088311601,SH-25/16E/14-0231,Well,,04030202,,,,,44.63600000000000,-88.5210556000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,845,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,115,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19991026,240,ft,240,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-443921089152001,PT-25/10E/11-1323,Well,,04030202,,,,,44.65802778000000,-89.2559167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1149,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,097,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940816,33,ft,33,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-443956088132801,BN-25/19E/05-1257,Well,,04030103,,,,,44.66555556000000,-88.2244444000000,24000,1,seconds,Interpolated from MAP.,NAD83,795.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,009,Cambrian-Ordovician aquifer system,,Elk Mound Group,,19760510,708,ft,708,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-444302089144401,MR-26/10E/23-1216,Well,,04030202,,,,,44.71713889000000,-89.2455278000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1155,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,073,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19991122,49,ft,57,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-444423089050202,SH-26/12E/07-0234,Well,,04030202,,,,,44.73972220000000,-89.0837778000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1053,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,115,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,20041020,29,ft,29,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-444525091162402,EC-26/07W/06-0076,Well,,07050006,,,,,44.75690496000000,-91.2734883000000,62500,5,seconds,Interpolated from MAP.,NAD83,965.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,035,Cambrian-Ordovician aquifer system,,Mount Simon Sandstone,,19650803,100,ft,100,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-444532092473701,PI-26/20W/10-0075,Well,,07030005,,,,,44.75888889000000,-92.7936111000000,24000,1,seconds,Interpolated from MAP.,NAD83,809.00,feet,4,feet,Interpolated from Digital Elevation Model,NAVD88,US,55,093,Cambrian-Ordovician aquifer system,,Trempealeau Formation,,19691219,286,ft,286,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-444829089161301,MR-27/10E/22-1221,Well,,04030202,,,,,44.80800000000000,-89.2702222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1211,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,073,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,20041019,16,ft,16,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-445052088552801,SH-27/13E/04-0221,Well,,04030202,,,,,44.84508330000000,-88.9246389000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1030,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,115,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940815,28,ft,28,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-445330091554901,DU-28/13W/23-0007,Well,,07050007,,,,,44.89166667000000,-91.9302778000000,24000,1,seconds,Interpolated from MAP.,NAD83,873.00,feet,4,feet,Interpolated from Digital Elevation Model,NAVD88,US,55,033,Cambrian-Ordovician aquifer system,,Elk Mound Group,,19470201,394,ft,394,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-445333088451801,SH-28/14E/24-0235,Well,,04030202,,,,,44.89236110000000,-88.7550833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,965,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,115,Sand and gravel aquifers (glaciated regions),,Sand and Gravel (Holocene and/or Pleistocene),Unconfined single aquifer,20041020,32,ft,32,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-445556089045701,SH-28/12E/05-0218,Well,,04030202,,,,,44.93122220000000,-89.0829722000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1235,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,115,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940713,10,ft,10,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-445647091215301,CH-29/08W/33-0127,Well,,07050005,,,,,44.94635010000000,-91.3648780000000,24000,5,seconds,Interpolated from MAP.,NAD83,854.70,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,017,Sand and gravel aquifers (glaciated regions),,Quaternary System,,19630301,43.0,ft,43.0,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-450018091435301,DU-29/11W/09-0270,Well,,07050007,,,,,45.00496140000000,-91.7315601000000,24000,1,seconds,Interpolated from MAP.,NAD83,945.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,033,Cambrian-Ordovician aquifer system,,,,,285,ft,285,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-450242089065401,LA-30/11E/25-1310,Well,,04030202,,,,,45.04650000000000,-89.1123611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1400,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,067,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19940713,39,ft,39,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-450705089020101,LA-31/12E/31-1323,Well,,04030202,,,,,45.11811110000000,-89.0336944000000,24000,1,seconds,Interpolated from MAP.,NAD83,1460,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,067,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,20041019,55,ft,57,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-450755088125301,OC-31/18E/26-0235,Well,,04030105,,,,,45.13183330000000,-88.2147778000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,860,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,083,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19980427,64,ft,64,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-451154087361501,32N 27W 02 AAC  01,Well,,04030109,,,,,45.19847220000000,-87.6047500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,640,feet,5,feet,Interpolated from topographic map.,NGVD29,US,26,109,Cambrian-Ordovician aquifer system,,Paleozoic Sandstone,Confined single aquifer,19750506,432,ft,432,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-451805088363101,OC-33/15E/34-0234,Well,,04030104,,,,,45.30138889000000,-88.6085278000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1362,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,083,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19920923,105,ft,105,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-451854087545501,MT-33/21E/20-0258,Well,,04030105,,,,,45.31486110000000,-87.9152778000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,731,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,075,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19990908,106,ft,106,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-452121088541301,LA-33/13E/08-1319,Well,,04030202,,,,,45.35594440000000,-88.9035556000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1542,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,067,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19920812,75,ft,75,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-452733089435101,LN-34/06E/03-095,Well,,07070001,,,,,45.45908330000000,-89.7308056000000,24000,10,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1443,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,55,069,,,,,19390101,77,ft,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-452828091060101,RU-35/06W/34-0091,Well,,07050002,,,,,45.47441190000000,-91.1004248000000,48000,5,seconds,Interpolated from MAP.,NAD83,1133.00,feet,20,feet,Altimeter.,NGVD29,US,55,107,Sand and gravel aquifers (glaciated regions),,Quaternary System,,19590701,88.5,ft,88.5,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-453247088425701,FR-35/14E/02-0658,Well,,04030105,,,,,45.54636110000000,-88.7158333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1615,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,041,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19980618,65,ft,65,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-454107088011001,MT-37/20E/08-0259,Well,,04030108,,,,,45.68513889000000,-88.0193333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1020,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,075,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19950411,48,ft,48,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-454258088411601,FR-37/14E/01-0870,Well,,04030105,,,,,45.71600000000000,-88.6876944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1581,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,041,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,19990514,83,ft,83,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-454622087114801,39N 23W 18 CAC  01,Well,,04030111,,,,,45.77280556000000,-87.1967222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,728,feet,5,feet,Interpolated from topographic map.,NGVD29,US,26,041,Cambrian-Ordovician aquifer system,,Paleozoic Sandstone,Confined single aquifer,19891113,290,ft,290,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-455929089001001,VI-41/12E/33-0102,Well,,04030106,,,,,45.99130556000000,-89.0028611000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,1732,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,125,Sand and gravel aquifers (glaciated regions),,Sand and Gravel Aquifer,Unconfined single aquifer,20080520,60,ft,60,ft,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-460000088235501,42N 33W 35ABB 01,Well,,04030106,,,,,46.00000000000000,-88.3986111000000,24000,1,seconds,Interpolated from MAP.,NAD83,1373,feet,10,feet,Interpolated from topographic map.,NGVD29,US,26,071,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,Unconfined single aquifer,20010807,60,ft,60,ft,NWIS
